"id","category","denominazione_regione","date","origin_x","origin_y","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"Lomb-rico-407","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-677.711","-897.933","-752.928","-906.474","0.286",0.473
"Lomb-isol-8","isolamento_domiciliare","Lombardia","2020-03-02","-675.283","-898.487","-681.496","-895.678","-611.611","-832.477","0.654",0.301
"Lomb-isol-276","isolamento_domiciliare","Lombardia","2020-03-02","-675.283","-898.487","-677.690","-902.377","-666.851","-876.328","0.782",0.467
"Marc-tera-0","terapia_intensiva","Marche","2020-03-02","636.090","315.866","641.496","321.430","641.323","329.468","0.059",0.449
"Lomb-rico-27","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-681.343","-899.993","-767.908","-916.288","0.344",0.763
"Emil-rico-132","ricoverati_con_sintomi","Emilia Romagna","2020-03-02","-224.550","-430.431","-217.850","-424.266","-268.492","-426.635","0.299",0.785
"Vene-isol-67","isolamento_domiciliare","Veneto","2020-03-02","100.320","-940.026","108.133","-938.454","107.695","-1012.115","0.528",0.298
"Lomb-isol-357","isolamento_domiciliare","Lombardia","2020-03-02","-675.283","-898.487","-681.536","-908.917","-648.702","-880.242","0.602",0.64
"Vene-tera-9","terapia_intensiva","Veneto","2020-03-02","100.320","-940.026","114.838","-941.654","72.883","-945.447","0.063",0.177
"Lomb-rico-422","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-685.117","-902.062","-761.013","-917.842","0.128",0.614
"Vene-isol-11","isolamento_domiciliare","Veneto","2020-03-02","100.320","-940.026","117.115","-945.470","93.203","-1003.360","0.612",0.093
"Lomb-rico-195","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-677.788","-893.581","-756.581","-917.478","0.280",0.325
"Lomb-isol-360","isolamento_domiciliare","Lombardia","2020-03-02","-675.283","-898.487","-681.416","-904.451","-644.671","-819.707","0.891",0.961
"Lomb-isol-466","isolamento_domiciliare","Lombardia","2020-03-02","-675.283","-898.487","-674.054","-900.210","-649.226","-839.549","0.721",0.039
"Lomb-tera-9","terapia_intensiva","Lombardia","2020-03-02","-675.283","-898.487","-681.468","-891.297","-679.764","-882.162","0.096",0.492
"Lomb-isol-249","isolamento_domiciliare","Lombardia","2020-03-02","-675.283","-898.487","-677.740","-906.816","-612.890","-863.542","0.616",0.166
"Lomb-rico-416","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-674.053","-895.734","-769.699","-898.613","0.168",0.69
"Emil-rico-59","ricoverati_con_sintomi","Emilia Romagna","2020-03-02","-224.550","-430.431","-222.224","-423.568","-266.253","-439.680","0.206",0.175
"Lomb-rico-425","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-673.920","-904.669","-770.284","-928.110","0.381",0.954
"Marc-isol-5","isolamento_domiciliare","Marche","2020-03-02","636.090","315.866","639.014","325.115","612.058","325.490","0.505",0.438
"Vene-isol-21","isolamento_domiciliare","Veneto","2020-03-02","100.320","-940.026","110.436","-942.251","130.611","-997.855","0.579",0.764
"Lomb-isol-302","isolamento_domiciliare","Lombardia","2020-03-02","-675.283","-898.487","-670.301","-897.919","-653.431","-807.414","0.630",0.931
"Lomb-rico-237","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-685.268","-893.313","-785.758","-903.488","0.181",0.789
"Vene-isol-180","isolamento_domiciliare","Veneto","2020-03-02","100.320","-940.026","112.705","-946.073","113.714","-952.282","0.738",0.538
"Lomb-rico-331","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-677.761","-889.165","-735.842","-889.566","0.276",0.484
"Lomb-dime-43","dimessi_guariti","Lombardia","2020-03-02","-675.283","-898.487","-688.869","-904.135","-684.665","-822.078","0.972",0.405
"Lomb-isol-271","isolamento_domiciliare","Lombardia","2020-03-02","-675.283","-898.487","-670.208","-902.368","-669.523","-810.982","0.867",0.121
"Emil-isol-9","isolamento_domiciliare","Emilia Romagna","2020-03-02","-224.550","-430.431","-219.403","-420.108","-239.200","-439.718","0.745",0.154
"Lomb-tera-42","terapia_intensiva","Lombardia","2020-03-02","-675.283","-898.487","-681.686","-913.333","-677.765","-885.949","0.091",0.095
"Lomb-rico-444","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-670.178","-893.567","-778.819","-933.512","0.342",0.463
"Lomb-rico-38","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-685.252","-897.726","-754.700","-946.939","0.267",0.258
"Lomb-rico-372","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-673.891","-909.092","-757.307","-874.829","0.387",0.766
"Marc-tera-4","terapia_intensiva","Marche","2020-03-02","636.090","315.866","643.451","325.420","642.539","325.193","0.038",0.354
"Lomb-tera-16","terapia_intensiva","Lombardia","2020-03-02","-675.283","-898.487","-685.211","-906.531","-674.997","-911.801","0.039",0.835
"Lomb-rico-308","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-666.501","-900.018","-732.935","-874.902","0.394",0.416
"Emil-rico-62","ricoverati_con_sintomi","Emilia Romagna","2020-03-02","-224.550","-430.431","-223.749","-419.395","-249.697","-425.921","0.436",0.158
"Lomb-rico-272","ricoverati_con_sintomi","Lombardia","2020-03-02","-675.283","-898.487","-677.815","-911.208","-783.143","-918.367","0.381",0.828
