"id","category","denominazione_regione","date","origin_x","origin_y","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"Emil-isol-173","isolamento_domiciliare","Emilia Romagna","2020-03-16","-224.550","-430.431","-167.688","-360.259","-73.158","-382.619","0.616",0.131
"Emil-rico-1107","ricoverati_con_sintomi","Emilia Romagna","2020-03-16","-224.550","-430.431","-171.755","-359.339","-194.478","-384.365","0.283",0.457
"Tren-isol-260","isolamento_domiciliare","Trentino-Alto Adige","2020-03-16","-91.669","-1277.115","-28.616","-1372.962","11.247","-1398.056","0.630",0.541
"Lomb-rico-2545","ricoverati_con_sintomi","Lombardia","2020-03-16","-675.283","-898.487","-705.199","-923.027","-771.513","-1114.445","0.350",0.136
"Lomb-rico-1884","ricoverati_con_sintomi","Lombardia","2020-03-16","-675.283","-898.487","-709.513","-923.860","-813.305","-1022.909","0.474",0.624
"Lomb-dime-956","dimessi_guariti","Lombardia","2020-03-16","-675.283","-898.487","-706.815","-926.674","-758.794","-723.000","0.950",0.644
"Lomb-rico-4470","ricoverati_con_sintomi","Lombardia","2020-03-16","-675.283","-898.487","-705.131","-919.367","-824.785","-1103.213","0.189",0.314
"Tosc-isol-502","isolamento_domiciliare","Toscana","2020-03-16","-184.562","300.178","-173.642","387.234","-131.383","374.709","0.539",0.258
"Vene-dime-91","dimessi_guariti","Veneto","2020-03-16","100.320","-940.026","195.971","-965.120","170.785","-1049.917","0.962",0
"Lomb-isol-3330","isolamento_domiciliare","Lombardia","2020-03-16","-675.283","-898.487","-708.686","-920.226","-422.002","-881.805","0.689",0.879
"Marc-rico-411","ricoverati_con_sintomi","Marche","2020-03-16","636.090","315.866","697.689","355.578","656.101","363.789","0.403",0.815
"Emil-tera-161","terapia_intensiva","Emilia Romagna","2020-03-16","-224.550","-430.431","-168.976","-356.399","-118.139","-293.188","0.112",0.022
"Emil-rico-271","ricoverati_con_sintomi","Emilia Romagna","2020-03-16","-224.550","-430.431","-174.696","-362.404","-151.252","-376.870","0.524",0.037
"Lomb-isol-1524","isolamento_domiciliare","Lombardia","2020-03-16","-675.283","-898.487","-702.937","-926.331","-527.041","-843.038","0.712",0.765
"Lomb-isol-347","isolamento_domiciliare","Lombardia","2020-03-16","-675.283","-898.487","-707.731","-916.334","-452.250","-890.356","0.621",0.794
"Emil-isol-553","isolamento_domiciliare","Emilia Romagna","2020-03-16","-224.550","-430.431","-170.645","-363.182","-131.343","-322.695","0.667",0.119
"Lomb-rico-3498","ricoverati_con_sintomi","Lombardia","2020-03-16","-675.283","-898.487","-698.975","-915.868","-772.607","-979.182","0.143",0.541
"Lomb-isol-1814","isolamento_domiciliare","Lombardia","2020-03-16","-675.283","-898.487","-713.619","-925.002","-562.146","-879.392","0.555",0.469
"Friu-dime-6","dimessi_guariti","Friuli Venezia Giulia","2020-03-16","609.416","-1132.000","693.634","-1165.061","760.550","-1159.045","0.963",0.863
"Lomb-isol-2005","isolamento_domiciliare","Lombardia","2020-03-16","-675.283","-898.487","-703.361","-915.398","-478.642","-856.201","0.727",0.079
"Emil-isol-55","isolamento_domiciliare","Emilia Romagna","2020-03-16","-224.550","-430.431","-173.462","-366.433","-80.402","-402.071","0.826",0.566
"Lomb-isol-1927","isolamento_domiciliare","Lombardia","2020-03-16","-675.283","-898.487","-701.830","-918.795","-503.917","-908.727","0.734",0.619
"Lomb-isol-3066","isolamento_domiciliare","Lombardia","2020-03-16","-675.283","-898.487","-711.848","-917.003","-562.718","-930.428","0.721",0.166
"Vene-dece-0","deceduti","Veneto","2020-03-16","100.320","-940.026","199.600","-969.273","287.239","-966.163","0.030",0.332
"Emil-rico-612","ricoverati_con_sintomi","Emilia Romagna","2020-03-16","-224.550","-430.431","-164.961","-357.201","-162.670","-427.316","0.398",0.207
"Emil-rico-1027","ricoverati_con_sintomi","Emilia Romagna","2020-03-16","-224.550","-430.431","-178.847","-361.618","-194.653","-392.004","0.433",0.518
"Vene-dece-64","deceduti","Veneto","2020-03-16","100.320","-940.026","203.480","-967.292","296.470","-978.506","0.072",0.435
"Lomb-rico-2218","ricoverati_con_sintomi","Lombardia","2020-03-16","-675.283","-898.487","-707.430","-912.258","-699.360","-1066.976","0.460",0.911
"Vene-rico-405","ricoverati_con_sintomi","Veneto","2020-03-16","100.320","-940.026","194.356","-968.836","110.348","-886.240","0.162",0.064
"Vene-isol-342","isolamento_domiciliare","Veneto","2020-03-16","100.320","-940.026","200.094","-964.925","225.343","-925.735","0.613",0.891
"Lomb-rico-5676","ricoverati_con_sintomi","Lombardia","2020-03-16","-675.283","-898.487","-712.691","-921.063","-821.387","-1086.576","0.266",0.756
"Lomb-tera-395","terapia_intensiva","Lombardia","2020-03-16","-675.283","-898.487","-703.803","-929.974","-717.831","-1154.206","0.110",0.664
"Lomb-isol-2639","isolamento_domiciliare","Lombardia","2020-03-16","-675.283","-898.487","-704.162","-911.269","-516.624","-849.114","0.743",0.67
"Lomb-tera-504","terapia_intensiva","Lombardia","2020-03-16","-675.283","-898.487","-710.631","-927.680","-674.038","-1194.815","0.116",0.072
"Lomb-rico-5507","ricoverati_con_sintomi","Lombardia","2020-03-16","-675.283","-898.487","-700.521","-923.048","-737.254","-1113.800","0.537",0.033
"Emil-rico-955","ricoverati_con_sintomi","Emilia Romagna","2020-03-16","-224.550","-430.431","-176.027","-358.576","-151.286","-437.632","0.257",0.555
"Lomb-dece-114","deceduti","Lombardia","2020-03-16","-675.283","-898.487","-707.768","-930.824","-613.810","-1131.868","0.050",0.037
"Lomb-dime-575","dimessi_guariti","Lombardia","2020-03-16","-675.283","-898.487","-695.070","-916.675","-680.510","-743.569","0.902",0.691
"Lomb-rico-5140","ricoverati_con_sintomi","Lombardia","2020-03-16","-675.283","-898.487","-714.598","-929.066","-810.683","-1080.666","0.217",0.633
"Emil-isol-1070","isolamento_domiciliare","Emilia Romagna","2020-03-16","-224.550","-430.431","-166.460","-364.058","-110.265","-375.547","0.548",0.856
"Emil-dece-190","deceduti","Emilia Romagna","2020-03-16","-224.550","-430.431","-169.922","-352.231","-206.924","-300.084","0.043",0.27
"Marc-tera-90","terapia_intensiva","Marche","2020-03-16","636.090","315.866","695.074","352.022","719.638","415.431","0.121",0.484
"Emil-rico-806","ricoverati_con_sintomi","Emilia Romagna","2020-03-16","-224.550","-430.431","-163.551","-361.096","-251.399","-379.819","0.389",0.433
"Lomb-dece-1233","deceduti","Lombardia","2020-03-16","-675.283","-898.487","-715.991","-918.178","-649.732","-1128.551","0.039",0.567
"Lomb-isol-3020","isolamento_domiciliare","Lombardia","2020-03-16","-675.283","-898.487","-705.002","-933.791","-421.158","-922.933","0.667",0.12
"Lomb-dime-935","dimessi_guariti","Lombardia","2020-03-16","-675.283","-898.487","-700.381","-912.265","-654.729","-705.450","0.968",0.817
"Vene-isol-143","isolamento_domiciliare","Veneto","2020-03-16","100.320","-940.026","191.680","-965.426","218.327","-957.922","0.691",0.117
"Lomb-rico-610","ricoverati_con_sintomi","Lombardia","2020-03-16","-675.283","-898.487","-698.841","-926.707","-794.083","-1083.015","0.412",0.989
"Lomb-dime-410","dimessi_guariti","Lombardia","2020-03-16","-675.283","-898.487","-709.982","-909.255","-667.502","-782.255","0.914",0.202
