"id","category","denominazione_regione","date","origin_x","origin_y","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"Camp-rico-0","ricoverati_con_sintomi","Campania","2020-03-01","1447.394","1663.990","1443.337","1666.937","1443.337","1666.937","0.188",0.027
"Lomb-tera-60","terapia_intensiva","Lombardia","2020-03-01","-675.283","-898.487","-681.557","-895.663","-668.659","-855.037","0.055",0.124
"Lomb-dece-13","deceduti","Lombardia","2020-03-01","-675.283","-898.487","-679.500","-899.552","-646.820","-903.025","0.015",0.944
"Lomb-dime-47","dimessi_guariti","Lombardia","2020-03-01","-675.283","-898.487","-676.761","-896.102","-675.052","-911.863","0.962",0.269
"Lomb-tera-15","terapia_intensiva","Lombardia","2020-03-01","-675.283","-898.487","-683.921","-899.410","-670.061","-879.378","0.063",0.412
"Lomb-tera-62","terapia_intensiva","Lombardia","2020-03-01","-675.283","-898.487","-674.872","-899.954","-645.848","-853.842","0.033",0.163
"Emil-tera-12","terapia_intensiva","Emilia Romagna","2020-03-01","-224.550","-430.431","-219.550","-414.663","-209.961","-424.585","0.049",0.709
"Vene-isol-94","isolamento_domiciliare","Veneto","2020-03-01","100.320","-940.026","103.243","-944.402","83.088","-951.010","0.651",0.571
"Lomb-rico-330","ricoverati_con_sintomi","Lombardia","2020-03-01","-675.283","-898.487","-671.986","-896.669","-716.280","-825.985","0.134",0.958
"Lomb-isol-24","isolamento_domiciliare","Lombardia","2020-03-01","-675.283","-898.487","-686.537","-895.918","-706.030","-899.661","0.890",0.041
"Lomb-isol-250","isolamento_domiciliare","Lombardia","2020-03-01","-675.283","-898.487","-675.427","-907.615","-699.641","-957.521","0.687",0.432
"Lomb-rico-19","ricoverati_con_sintomi","Lombardia","2020-03-01","-675.283","-898.487","-677.904","-891.967","-720.247","-889.466","0.226",0.023
"Lomb-dece-17","deceduti","Lombardia","2020-03-01","-675.283","-898.487","-681.911","-903.272","-650.183","-905.811","0.015",0.309
"Lomb-dime-18","dimessi_guariti","Lombardia","2020-03-01","-675.283","-898.487","-670.474","-900.658","-658.778","-922.455","0.995",0.769
"Piem-rico-1","ricoverati_con_sintomi","Piemonte","2020-03-01","-1499.368","-690.628","-1501.811","-684.569","-1501.634","-683.874","0.213",0.897
"Lomb-isol-80","isolamento_domiciliare","Lombardia","2020-03-01","-675.283","-898.487","-677.491","-903.483","-714.382","-941.214","0.922",0.207
"Vene-isol-73","isolamento_domiciliare","Veneto","2020-03-01","100.320","-940.026","112.052","-942.625","96.953","-958.977","0.939",0.26
"Lomb-rico-5","ricoverati_con_sintomi","Lombardia","2020-03-01","-675.283","-898.487","-688.805","-899.631","-700.784","-872.275","0.294",0.872
"Emil-isol-94","isolamento_domiciliare","Emilia Romagna","2020-03-01","-224.550","-430.431","-224.016","-428.994","-258.148","-460.530","0.530",0.057
