"id","category","denominazione_regione","date","origin_x","origin_y","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"Marc-isol-25","isolamento_domiciliare","Marche","2020-03-09","636.090","315.866","653.619","333.035","656.628","398.643","0.649",0.505
"Lomb-isol-44","isolamento_domiciliare","Lombardia","2020-03-09","-675.283","-898.487","-685.579","-907.750","-789.525","-968.302","0.690",0.966
"Emil-isol-342","isolamento_domiciliare","Emilia Romagna","2020-03-09","-224.550","-430.431","-199.712","-403.621","-192.499","-402.133","0.799",0.417
"Marc-rico-63","ricoverati_con_sintomi","Marche","2020-03-09","636.090","315.866","655.088","337.227","640.141","339.279","0.451",0.438
"Vene-isol-35","isolamento_domiciliare","Veneto","2020-03-09","100.320","-940.026","138.653","-950.629","104.295","-951.473","0.700",0.62
"Lomb-dece-325","deceduti","Lombardia","2020-03-09","-675.283","-898.487","-681.711","-907.929","-631.090","-786.337","0.027",0.717
"Lomb-rico-234","ricoverati_con_sintomi","Lombardia","2020-03-09","-675.283","-898.487","-687.475","-903.890","-609.087","-917.056","0.395",0.09
"Lomb-dime-426","dimessi_guariti","Lombardia","2020-03-09","-675.283","-898.487","-687.605","-910.828","-784.905","-785.735","0.941",0.384
"Lomb-rico-943","ricoverati_con_sintomi","Lombardia","2020-03-09","-675.283","-898.487","-683.739","-904.318","-678.572","-941.654","0.599",0.366
"Lomb-rico-470","ricoverati_con_sintomi","Lombardia","2020-03-09","-675.283","-898.487","-691.382","-903.385","-666.042","-961.997","0.506",0.124
"Lomb-rico-2245","ricoverati_con_sintomi","Lombardia","2020-03-09","-675.283","-898.487","-683.261","-912.380","-660.969","-883.125","0.373",0.074
"Emil-isol-308","isolamento_domiciliare","Emilia Romagna","2020-03-09","-224.550","-430.431","-203.285","-401.215","-203.378","-362.817","0.910",0.542
"Lomb-rico-284","ricoverati_con_sintomi","Lombardia","2020-03-09","-675.283","-898.487","-689.641","-907.257","-650.629","-858.630","0.389",0.34
"Lomb-rico-1406","ricoverati_con_sintomi","Lombardia","2020-03-09","-675.283","-898.487","-679.643","-904.046","-655.353","-847.674","0.408",0.101
"Emil-isol-238","isolamento_domiciliare","Emilia Romagna","2020-03-09","-224.550","-430.431","-207.217","-403.114","-207.658","-341.217","0.793",0.704
"Lomb-isol-1172","isolamento_domiciliare","Lombardia","2020-03-09","-675.283","-898.487","-686.658","-915.149","-753.584","-973.131","0.902",0.718
