"id","category","denominazione_regione","date","origin_x","origin_y","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"Lomb-rico-36","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-677.108","-894.771","-676.430","-886.357","0.509",0.307
"Lomb-isol-12","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-679.828","-891.256","-698.028","-912.245","0.703",0.081
"Lomb-isol-70","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-673.372","-897.152","-678.106","-904.064","0.588",0.584
"Lomb-isol-37","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-673.511","-892.219","-671.959","-914.074","0.808",0.409
"Lomb-rico-6","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-676.318","-888.534","-680.165","-898.065","0.410",0.964
"Lomb-rico-13","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-664.788","-897.587","-699.438","-872.372","0.397",0.6
"Emil-isol-0","isolamento_domiciliare","Emilia Romagna","2020-02-24","-224.550","-430.431","-229.519","-434.041","-229.519","-434.041","0.774",0.206
"Lomb-isol-66","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-674.927","-901.315","-689.435","-924.469","0.766",0.592
"Lomb-isol-63","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-669.492","-894.094","-690.351","-920.203","0.839",0.929
"Lomb-isol-25","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-681.472","-895.371","-681.920","-922.865","0.713",0.647
"Lomb-isol-10","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-669.974","-902.850","-677.723","-924.290","0.906",0.735
"Lomb-rico-66","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-670.616","-882.770","-684.924","-885.825","0.446",0.654
"Lomb-rico-49","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-678.673","-898.923","-709.401","-898.017","0.173",0.625
"Vene-tera-2","terapia_intensiva","Veneto","2020-02-24","100.320","-940.026","107.212","-940.743","98.696","-938.408","0.070",0.979
"Vene-tera-1","terapia_intensiva","Veneto","2020-02-24","100.320","-940.026","97.874","-938.072","105.365","-932.515","0.079",0.407
"Lomb-dece-2","deceduti","Lombardia","2020-02-24","-675.283","-898.487","-673.411","-905.613","-665.755","-901.371","0.017",0.629
"Vene-rico-11","ricoverati_con_sintomi","Veneto","2020-02-24","100.320","-940.026","106.156","-936.426","91.929","-930.697","0.247",0.651
"Emil-rico-2","ricoverati_con_sintomi","Emilia Romagna","2020-02-24","-224.550","-430.431","-219.641","-424.778","-232.158","-417.376","0.361",0.849
"Lomb-rico-50","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-667.113","-906.242","-685.382","-866.438","0.440",0.483
"Lomb-isol-50","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-679.142","-885.104","-694.726","-919.016","0.712",0.258
"Lomb-rico-51","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-677.746","-906.478","-681.963","-894.052","0.576",0.728
"Lomb-rico-15","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-660.464","-896.585","-672.890","-875.537","0.539",0.567
"Lomb-isol-18","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-684.312","-891.942","-677.174","-908.395","0.833",0.486
"Lomb-tera-18","terapia_intensiva","Lombardia","2020-02-24","-675.283","-898.487","-670.579","-909.018","-663.818","-890.734","0.064",0.473
"Lomb-rico-34","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-667.896","-889.980","-686.345","-874.028","0.503",0.383
"Lomb-isol-7","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-683.113","-899.511","-683.666","-914.216","0.594",0.698
"Lomb-isol-64","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-665.641","-901.945","-702.842","-922.413","0.722",0.008
"Lomb-tera-8","terapia_intensiva","Lombardia","2020-02-24","-675.283","-898.487","-682.649","-887.825","-657.106","-890.510","0.107",0.647
"Lomb-isol-32","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-674.941","-909.875","-704.327","-906.453","0.837",0.985
"Lomb-tera-6","terapia_intensiva","Lombardia","2020-02-24","-675.283","-898.487","-664.787","-893.145","-673.784","-882.941","0.045",0.178
"Lomb-isol-22","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-685.840","-896.099","-681.053","-927.166","0.589",0.952
"Vene-rico-3","ricoverati_con_sintomi","Veneto","2020-02-24","100.320","-940.026","96.675","-946.155","85.592","-937.939","0.221",0.232
"Vene-isol-0","isolamento_domiciliare","Veneto","2020-02-24","100.320","-940.026","92.205","-945.922","92.205","-945.922","0.779",0.281
"Lomb-isol-23","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-680.425","-903.005","-706.217","-915.027","0.643",0.298
"Lomb-rico-35","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-661.316","-900.944","-699.531","-891.489","0.160",0.891
"Emil-rico-1","ricoverati_con_sintomi","Emilia Romagna","2020-02-24","-224.550","-430.431","-226.823","-424.161","-223.646","-421.102","0.526",0.167
"Lomb-rico-0","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-692.968","-885.638","-692.968","-885.638","0.162",0.832
"Lomb-isol-3","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-663.638","-888.745","-695.793","-903.854","0.593",0.651
"Lomb-rico-43","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-687.682","-900.129","-679.250","-870.987","0.377",0.05
"Lazi-rico-0","ricoverati_con_sintomi","Lazio","2020-02-24","555.941","1059.757","553.912","1061.230","553.912","1061.230","0.450",0.62
"Lomb-rico-47","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-677.822","-880.865","-707.367","-882.844","0.311",0.171
"Lomb-isol-17","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-682.164","-907.092","-692.829","-906.715","0.764",0.918
"Lomb-isol-60","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-660.457","-892.141","-712.709","-908.961","0.943",0.933
"Lomb-isol-30","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-689.485","-893.637","-685.388","-905.529","0.795",0.409
"Lomb-tera-7","terapia_intensiva","Lombardia","2020-02-24","-675.283","-898.487","-667.719","-912.412","-672.001","-892.519","0.136",0.012
"Lomb-isol-16","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-667.189","-885.592","-697.494","-925.263","0.716",0.725
"Lomb-isol-8","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-689.303","-904.265","-709.434","-911.993","0.718",0.4
"Emil-tera-1","terapia_intensiva","Emilia Romagna","2020-02-24","-224.550","-430.431","-219.571","-429.222","-219.229","-428.440","0.045",0.88
"Emil-rico-9","ricoverati_con_sintomi","Emilia Romagna","2020-02-24","-224.550","-430.431","-219.011","-420.378","-235.491","-428.087","0.396",0.497
"Emil-rico-3","ricoverati_con_sintomi","Emilia Romagna","2020-02-24","-224.550","-430.431","-225.364","-432.463","-231.544","-430.144","0.172",0.085
"Lomb-isol-58","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-659.291","-887.852","-707.079","-919.325","0.743",0.612
"Lomb-rico-16","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-691.352","-897.637","-690.524","-893.480","0.209",0.411
"Lomb-rico-28","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-664.246","-909.639","-689.729","-865.867","0.223",0.293
"Lomb-rico-65","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-674.760","-884.371","-686.289","-893.740","0.482",0.249
"Lomb-rico-68","ricoverati_con_sintomi","Lombardia","2020-02-24","-675.283","-898.487","-684.893","-903.585","-696.666","-888.081","0.306",0.763
"Lomb-isol-24","isolamento_domiciliare","Lombardia","2020-02-24","-675.283","-898.487","-657.110","-899.520","-702.922","-918.043","0.990",0.051
