"id","category","denominazione_regione","date","origin_x","origin_y","bunches_x","bunches_y","clusters_x","clusters_y","stripes_x","stripes_y"
"Lomb-rico-3335","ricoverati_con_sintomi","Lombardia","2020-03-11","-675.283","-898.487","-692.298","-913.643","-653.855","-808.507","0.509",0.694
"Emil-rico-699","ricoverati_con_sintomi","Emilia Romagna","2020-03-11","-224.550","-430.431","-186.466","-393.327","-256.752","-341.768","0.399",0.429
"Lomb-dime-60","dimessi_guariti","Lombardia","2020-03-11","-675.283","-898.487","-694.122","-917.375","-688.222","-1025.989","0.988",0.127
"Lomb-rico-1346","ricoverati_con_sintomi","Lombardia","2020-03-11","-675.283","-898.487","-690.127","-910.395","-768.147","-843.243","0.512",0.928
"Lomb-dece-201","deceduti","Lombardia","2020-03-11","-675.283","-898.487","-696.104","-913.936","-589.674","-883.881","0.028",0.507
"Lomb-dece-564","deceduti","Lombardia","2020-03-11","-675.283","-898.487","-688.304","-913.903","-619.903","-859.806","0.012",0.507
"Lomb-isol-123","isolamento_domiciliare","Lombardia","2020-03-11","-675.283","-898.487","-690.936","-906.395","-860.773","-978.152","0.799",0.794
"Emil-rico-304","ricoverati_con_sintomi","Emilia Romagna","2020-03-11","-224.550","-430.431","-190.753","-394.453","-249.887","-396.042","0.390",0.76
"Lomb-rico-1688","ricoverati_con_sintomi","Lombardia","2020-03-11","-675.283","-898.487","-687.433","-906.779","-760.050","-725.757","0.580",0.6
"Lomb-rico-3598","ricoverati_con_sintomi","Lombardia","2020-03-11","-675.283","-898.487","-694.474","-910.017","-737.774","-779.838","0.225",0.978
"Lomb-tera-262","terapia_intensiva","Lombardia","2020-03-11","-675.283","-898.487","-690.692","-917.448","-566.398","-923.694","0.138",0.024
"Lomb-rico-1042","ricoverati_con_sintomi","Lombardia","2020-03-11","-675.283","-898.487","-688.742","-902.918","-720.623","-860.130","0.425",0.702
"Lomb-rico-3269","ricoverati_con_sintomi","Lombardia","2020-03-11","-675.283","-898.487","-697.663","-917.650","-759.880","-824.186","0.378",0.391
"Lomb-rico-3595","ricoverati_con_sintomi","Lombardia","2020-03-11","-675.283","-898.487","-685.765","-910.689","-694.853","-724.664","0.413",0.675
